intern_id,intern_name,task_completion_rate,avg_task_completion_time,attendance_percentage,feedback_rating,deadlines_missed,github_commits,communication_score,learning_speed,meeting_participation,work_hours_per_day,stress_level,final_performance_score,performance_category
5635,Anthony Nielsen,46,13.02,83,2.0,3,218,9,8,6,4.3,8,31.44,Needs Improvement
5636,Joseph Thompson,50,2.56,53,2.3,9,55,5,3,1,5.9,3,26.69,Needs Improvement
5637,Joel Chandler,43,3.72,70,2.0,0,15,7,2,6,3.0,4,36.09,Needs Improvement
5638,John Adams,83,2.69,51,2.9,7,254,1,9,6,6.0,6,41.25,Needs Improvement
5639,Rebecca Salazar,98,12.56,63,2.3,8,290,8,1,9,11.8,10,42.53,Needs Improvement
5640,Joshua Pitts,68,5.36,65,3.5,4,250,5,6,7,6.4,7,55.48,Needs Improvement
5641,Debra Wade,84,10.2,80,4.7,5,164,6,10,1,3.9,8,43.26,Needs Improvement
5642,David Miller,100,6.39,56,4.1,7,62,5,9,1,4.9,8,31.04,Needs Improvement
5643,Nicole Sanders,80,5.67,60,4.1,6,138,6,7,8,9.5,10,52.14,Needs Improvement
5644,Robert Vargas,74,3.1,50,3.0,6,24,2,10,5,3.3,8,35.85,Needs Improvement
5645,Travis Wilson,81,7.17,69,3.0,8,254,5,1,6,5.5,1,51.47,Needs Improvement
5646,Kathleen Boyle,92,8.97,88,1.0,5,152,10,7,3,4.2,5,43.42,Needs Improvement
5647,Marilyn Cowan,96,9.09,52,2.7,4,32,8,6,5,9.5,2,51.11,Needs Improvement
5648,Cory Garcia,79,4.66,98,3.1,3,205,2,9,4,11.7,7,71.92,Average
5649,Brian Knight,72,3.95,93,2.8,6,14,3,8,4,3.9,9,39.54,Needs Improvement
5650,Andrew Gross,43,2.34,92,4.3,1,56,7,7,10,4.9,4,66.08,Average
5651,Elizabeth Grant,46,1.66,59,2.1,2,113,5,1,2,8.0,6,35.91,Needs Improvement
5652,Lori Taylor,87,6.91,51,4.8,0,200,7,10,6,4.5,7,61.42,Average
5653,Damon Matthews,89,3.5,99,2.9,5,0,4,8,8,3.6,5,59.84,Needs Improvement
5654,Nicole Padilla,85,14.57,93,1.6,2,35,5,1,9,6.0,5,29.62,Needs Improvement
5655,John Baker,64,6.68,86,2.6,4,135,5,9,3,5.6,7,45.32,Needs Improvement
5656,Jordan Hancock,48,9.96,68,1.0,5,100,10,5,1,6.7,9,22.54,Needs Improvement
5657,Jane Fox,48,12.44,78,1.6,6,94,6,2,10,8.4,7,27.66,Needs Improvement
5658,Gabrielle Cantu,56,6.55,79,3.2,9,219,1,2,8,2.0,5,23.76,Needs Improvement
5659,Nancy Butler,98,6.32,53,3.2,7,66,8,1,10,6.5,7,47.51,Needs Improvement
5660,Ashley Cordova,50,9.02,82,3.3,8,82,2,5,7,8.6,10,20.77,Needs Improvement
5661,Roberto Rocha,44,13.06,62,2.7,8,129,6,5,9,5.2,9,15.26,Needs Improvement
5662,Alexandria Christian,84,12.57,50,2.6,0,84,5,3,1,7.7,9,38.38,Needs Improvement
5663,Darrell Berry,99,8.61,82,3.7,4,153,5,9,7,7.8,6,69.62,Average
5664,Kimberly West,57,8.32,78,3.2,1,225,1,2,10,5.4,3,51.34,Needs Improvement
5665,Heather Brown,66,3.85,71,1.9,8,90,2,7,1,3.7,8,19.55,Needs Improvement
5666,Kyle Williams,87,4.45,78,4.1,8,87,2,8,1,6.4,9,53.6,Needs Improvement
5667,Taylor Mills,80,8.28,93,1.1,0,6,4,9,3,5.0,9,38.15,Needs Improvement
5668,Jessica Evans,44,12.52,67,2.4,0,125,1,4,3,5.4,6,22.29,Needs Improvement
5669,Michael Rodriguez,66,7.91,57,3.9,10,127,4,8,9,5.2,6,30.47,Needs Improvement
5670,Jerry Simpson,91,8.79,100,2.6,8,229,9,8,9,7.6,9,51.35,Needs Improvement
5671,Teresa Frost,79,1.39,56,4.4,0,203,9,1,9,11.0,7,76.59,Average
5672,Jeffrey Rice,84,1.33,57,2.9,6,135,5,4,4,9.2,10,53.97,Needs Improvement
5673,Lori Rogers,81,13.46,61,3.0,10,159,10,8,9,3.9,4,32.02,Needs Improvement
5674,Richard Anderson,52,14.94,55,3.5,8,9,3,8,8,10.2,1,33.54,Needs Improvement
5675,Alison Anderson,76,10.53,60,2.8,6,21,4,9,2,7.4,10,24.58,Needs Improvement
5676,Joshua Greene,42,13.25,59,3.8,9,151,1,10,1,6.5,4,20.87,Needs Improvement
5677,Emily Davenport,97,5.72,91,2.0,7,81,8,8,2,11.9,7,61.7,Average
5678,Robert Taylor,74,13.16,62,1.9,7,297,6,3,10,4.8,4,32.58,Needs Improvement
5679,Kevin Barr,95,11.29,81,1.3,0,111,6,10,8,2.6,8,36.6,Needs Improvement
5680,Jodi Bishop,45,2.95,71,3.2,1,122,9,6,3,5.6,10,44.6,Needs Improvement
5681,Brian Parker,49,6.12,63,3.4,9,175,3,9,7,2.9,7,24.49,Needs Improvement
5682,Theresa Walters,41,13.49,83,4.1,10,2,8,5,8,8.0,4,29.96,Needs Improvement
5683,Anita Moran,52,1.82,97,2.6,4,101,3,4,9,4.7,8,43.24,Needs Improvement
5684,Cody Lewis,40,4.84,88,3.6,8,187,10,9,2,4.8,10,44.43,Needs Improvement
5685,Jennifer Reynolds,93,12.45,51,2.7,8,242,4,10,4,11.9,2,45.88,Needs Improvement
5686,Matthew Cook,70,11.81,80,1.7,3,40,4,2,6,6.2,9,27.61,Needs Improvement
5687,Earl Eaton,62,9.73,58,4.5,1,42,7,8,8,8.2,7,50.73,Needs Improvement
5688,Christopher Thomas,54,4.45,89,2.7,4,136,7,1,2,9.1,8,49.74,Needs Improvement
5689,Kelsey Mendoza,89,6.97,89,3.8,2,120,2,3,8,5.0,10,46.72,Needs Improvement
5690,Heather Newton,75,6.56,51,1.4,6,182,7,7,5,5.7,5,40.23,Needs Improvement
5691,Lisa Morgan,52,6.06,62,3.3,1,282,2,10,3,10.9,10,58.15,Needs Improvement
5692,Michelle Campbell,50,10.75,79,4.5,0,100,8,10,5,5.7,3,56.06,Needs Improvement
5693,Tina Rhodes,57,13.77,95,2.7,7,87,2,6,3,3.3,1,35.28,Needs Improvement
5694,Charles Carney,63,11.04,51,5.0,9,274,7,6,8,6.1,5,39.48,Needs Improvement
5695,Matthew Allen,55,1.51,87,4.7,10,108,5,9,3,5.4,3,51.36,Needs Improvement
5696,Diana Tanner,68,6.96,63,2.0,8,105,5,2,1,7.1,4,28.46,Needs Improvement
5697,Becky Nunez,40,14.06,73,1.3,7,55,5,10,2,7.9,10,11.49,Needs Improvement
5698,Robert Adams,43,14.91,60,4.9,10,2,8,4,3,9.9,1,36.49,Needs Improvement
5699,Brandy Dorsey,95,9.86,81,1.9,2,46,6,7,8,8.9,7,53.79,Needs Improvement
5700,Matthew Newman,42,14.14,55,1.4,3,170,10,8,3,8.0,6,30.1,Needs Improvement
5701,Derek Nelson,98,9.02,68,2.4,8,182,9,10,6,11.7,10,59.64,Needs Improvement
5702,Luis Pierce,100,1.12,90,3.3,3,166,10,9,8,2.8,6,74.53,Average
5703,Tammy Robinson,97,13.72,54,1.9,8,136,7,8,9,10.7,5,41.38,Needs Improvement
5704,Jennifer Skinner,41,14.5,79,3.0,7,163,4,8,7,9.0,1,40.38,Needs Improvement
5705,Jorge Johnson,97,4.63,83,3.6,9,214,1,1,3,8.7,3,51.21,Needs Improvement
5706,Ryan White,82,6.88,76,1.9,9,123,7,9,10,3.1,2,39.82,Needs Improvement
5707,Erin Rhodes,47,7.82,77,1.6,0,131,7,6,10,11.8,7,63.05,Average
5708,Hannah Russell,65,14.26,64,2.8,10,225,1,7,2,3.6,1,24.31,Needs Improvement
5709,Rodney Wilson,98,12.53,55,1.4,0,27,9,2,1,7.8,4,39.23,Needs Improvement
5710,Amy Hawkins,47,9.86,67,4.2,6,101,7,8,5,6.9,10,29.82,Needs Improvement
5711,Rickey Harris,98,10.83,63,1.3,10,229,4,5,2,10.3,7,32.01,Needs Improvement
5712,Eric Avila,50,5.96,97,3.5,5,16,1,2,3,3.1,8,26.27,Needs Improvement
5713,Brittany Mata,61,2.89,90,4.4,10,50,7,4,8,3.4,7,42.88,Needs Improvement
5714,Tracy Garcia,82,13.24,85,3.2,5,188,9,5,8,7.7,6,41.46,Needs Improvement
5715,Alicia Hernandez,93,8.49,54,1.4,1,177,8,4,9,9.0,5,55.64,Needs Improvement
5716,Kenneth Snyder,91,7.67,89,4.8,7,13,2,1,7,6.8,10,31.81,Needs Improvement
5717,Shawn Ray,69,8.73,83,4.1,2,99,5,7,8,3.2,3,51.71,Needs Improvement
5718,Mr. Richard Perez,51,13.52,100,4.8,1,44,3,8,5,7.2,3,57.47,Needs Improvement
5719,Kelsey Sparks,64,1.09,77,3.5,0,142,7,8,8,7.5,4,84.65,Excellent
5720,Stacie Reyes,46,8.23,80,2.3,7,50,8,1,10,6.5,1,46.68,Needs Improvement
5721,Erik Wilson,72,9.46,86,2.8,9,221,9,5,3,8.7,6,41.26,Needs Improvement
5722,Maria Carter,76,8.27,56,3.6,7,97,4,7,3,11.3,7,50.64,Needs Improvement
5723,April Greene,80,14.35,87,4.8,1,62,4,2,7,2.6,3,40.81,Needs Improvement
5724,Danielle Hawkins,52,3.89,100,2.5,9,110,4,1,8,8.2,5,43.92,Needs Improvement
5725,Mary Poole DVM,86,12.32,71,1.4,2,62,4,6,2,9.0,9,30.14,Needs Improvement
5726,Brandon Young,95,1.17,51,4.5,8,159,6,10,9,9.0,7,75.99,Average
5727,Robert Nash,84,5.3,90,1.5,1,273,10,7,1,11.5,10,71.19,Average
5728,Benjamin Thompson,84,3.67,77,4.5,5,31,7,9,9,8.5,5,73.32,Average
5729,Diane Reeves,40,7.69,93,4.7,4,62,10,3,7,11.4,5,65.1,Average
5730,Carolyn Oneill,98,11.48,90,1.0,2,114,7,10,7,10.7,1,72.12,Average
5731,Summer Hall,42,4.33,79,4.0,4,198,3,3,1,2.8,3,38.1,Needs Improvement
5732,Evan Roach,62,11.91,80,4.7,7,275,9,2,1,7.3,6,51.02,Needs Improvement
5733,Karina Gonzalez,68,3.09,60,2.3,0,190,6,9,5,9.0,4,71.24,Average
5734,Kayla Mayo,59,3.18,100,3.4,1,197,9,10,9,10.0,5,90.45,Excellent
5735,Daniel Carter,58,3.26,90,1.1,9,52,10,9,3,2.5,2,41.48,Needs Improvement
5736,Alexis Clarke,92,9.35,58,4.1,4,43,7,9,5,9.0,4,50.61,Needs Improvement
5737,Isaiah Vaughn,41,9.34,51,4.9,1,1,4,8,7,5.5,7,36.36,Needs Improvement
5738,Mr. Donald Smith,79,11.95,70,1.1,7,179,6,4,5,2.0,2,27.83,Needs Improvement
5739,Samantha Santos,98,11.37,62,4.0,5,204,8,5,2,6.9,3,63.22,Average
5740,Paul Mccann,96,5.82,55,2.1,3,191,6,4,10,7.7,10,52.84,Needs Improvement
5741,Victoria Franklin,43,7.59,50,1.7,2,116,5,4,4,9.2,4,37.87,Needs Improvement
5742,Julie Hughes,53,7.72,75,3.0,10,83,8,10,2,7.8,9,29.72,Needs Improvement
5743,Timothy Parker,57,4.0,95,4.3,5,6,9,8,6,9.3,8,57.29,Needs Improvement
5744,Paula Singh MD,71,13.59,93,3.8,0,204,8,5,9,2.5,8,48.14,Needs Improvement
5745,David Garner,69,7.69,60,1.2,9,186,8,8,7,5.9,3,32.32,Needs Improvement
5746,Diane Jackson,84,5.82,90,3.1,4,250,8,3,3,11.8,8,73.47,Average
5747,Danielle Williams,80,3.0,82,2.0,0,201,2,3,7,8.0,2,71.89,Average
5748,Kimberly Paul,58,10.14,100,3.5,3,175,3,10,5,2.2,10,40.45,Needs Improvement
5749,Daniel Peters,68,4.8,64,1.4,5,270,9,8,4,6.7,9,37.53,Needs Improvement
5750,Hannah Thomas,75,10.51,66,3.3,6,218,10,10,3,9.9,1,60.29,Average
5751,Grant Scott,93,12.8,69,4.7,0,32,2,9,1,5.8,1,58.33,Needs Improvement
5752,Samantha Owen,73,14.28,94,2.7,4,234,5,8,1,9.7,2,53.42,Needs Improvement
5753,Denise Clark,72,10.81,91,4.2,4,64,2,5,7,4.3,2,45.41,Needs Improvement
5754,John Ball,76,10.69,81,2.6,7,140,5,1,7,5.3,3,26.33,Needs Improvement
5755,Alexander Griffin,62,7.47,76,4.9,5,102,8,3,7,7.9,6,56.23,Needs Improvement
5756,Stephen Clark,97,14.45,83,2.9,1,168,10,5,9,4.9,7,53.33,Needs Improvement
5757,Timothy Horne,67,7.32,97,3.2,9,47,7,1,9,9.8,7,44.56,Needs Improvement
5758,Michael Jenkins,50,1.51,85,2.0,9,243,9,1,9,11.0,10,42.39,Needs Improvement
5759,Amanda Rhodes,96,9.59,58,4.0,7,61,8,8,1,11.1,9,48.77,Needs Improvement
5760,Tamara Vega,98,8.77,80,1.8,4,170,8,1,1,4.7,3,46.97,Needs Improvement
5761,David Berg MD,54,14.74,60,4.2,8,87,5,3,6,8.0,7,23.71,Needs Improvement
5762,Laura Ferguson,48,3.2,54,1.6,0,44,4,5,4,10.0,10,42.07,Needs Improvement
5763,Roberto Reeves,90,14.63,81,5.0,10,175,10,2,7,5.1,3,36.18,Needs Improvement
5764,Jackson Perry,80,7.49,60,3.7,2,132,10,5,2,10.3,8,66.02,Average
5765,Jose Clarke,85,4.68,89,4.5,6,215,9,3,8,5.4,1,75.19,Average
5766,Alan Nicholson,64,10.92,92,2.0,4,270,1,1,9,4.2,5,38.65,Needs Improvement
5767,Jon Middleton,62,13.38,54,3.3,9,99,6,3,4,7.6,10,12.45,Needs Improvement
5768,Monique Sanchez,81,9.01,89,3.1,0,300,1,7,2,11.4,4,72.71,Average
5769,David Garcia,69,13.76,70,4.2,8,243,9,9,8,5.9,9,43.31,Needs Improvement
5770,Kimberly Jackson,100,12.52,62,4.5,8,106,3,8,6,5.1,6,31.93,Needs Improvement
5771,Charles Barker,47,4.4,68,1.1,6,173,6,1,2,10.6,5,36.43,Needs Improvement
5772,Benjamin Cook,44,7.08,68,3.6,8,93,10,8,4,9.7,5,36.59,Needs Improvement
5773,Matthew Reid DDS,90,11.86,64,2.9,2,277,8,4,1,8.7,5,55.29,Needs Improvement
5774,Ashley Knight,41,13.43,68,2.1,8,278,2,10,7,9.6,3,34.35,Needs Improvement
5775,Susan Bradshaw,94,5.81,86,2.1,8,106,1,1,6,8.6,1,53.18,Needs Improvement
5776,Cheyenne Hart,88,3.94,59,4.1,0,3,4,6,3,3.5,9,50.16,Needs Improvement
5777,Linda Young,93,8.46,87,1.5,10,135,5,2,7,4.9,8,10.76,Needs Improvement
5778,Theresa Barber,78,3.65,82,2.8,6,198,4,4,3,2.5,10,45.07,Needs Improvement
5779,Brian Cruz,61,13.31,84,3.0,0,69,2,1,4,9.5,6,43.97,Needs Improvement
5780,Willie Martinez,61,14.17,55,1.0,5,230,7,10,8,8.5,10,29.09,Needs Improvement
5781,Lisa Herman,40,2.11,80,3.6,0,81,1,1,3,10.3,5,64.33,Average
5782,Joshua Ellis,69,13.98,51,3.2,8,146,3,7,8,6.0,1,28.43,Needs Improvement
5783,Steve Savage,76,4.66,96,1.2,10,268,7,2,6,4.6,9,31.48,Needs Improvement
5784,Elaine Garcia,77,7.68,54,2.1,6,186,5,7,10,6.7,3,48.4,Needs Improvement
5785,Jackson Rodriguez,92,3.69,58,4.3,4,159,2,8,7,6.8,10,58.72,Needs Improvement
5786,Steven Mills,63,6.14,58,2.6,0,51,6,4,9,5.1,8,42.38,Needs Improvement
5787,Christopher Riley,89,11.38,89,3.1,9,66,2,9,8,2.4,5,21.36,Needs Improvement
5788,Geoffrey Campbell,42,8.74,58,4.7,7,201,3,4,9,4.1,1,30.75,Needs Improvement
5789,Rachel Mcbride,43,8.74,57,4.9,6,209,10,6,8,11.1,5,58.04,Needs Improvement
5790,Julie Dean,44,7.66,100,1.2,5,145,2,4,7,11.2,10,34.41,Needs Improvement
5791,Robert Khan,56,7.54,94,3.3,0,184,5,8,10,5.8,2,68.39,Average
5792,Ricky Pace,94,14.43,99,2.7,9,136,1,3,10,3.6,2,30.79,Needs Improvement
5793,Charles Anthony,56,10.21,80,1.3,10,163,7,4,1,9.4,5,19.8,Needs Improvement
5794,Pamela Conner,99,9.03,93,3.6,2,42,7,9,3,4.6,7,58.59,Needs Improvement
5795,Sheila Walker,40,3.75,68,2.6,4,233,10,2,9,5.6,4,52.19,Needs Improvement
5796,Brian Dixon,82,9.16,53,4.8,5,60,6,1,9,8.8,7,45.47,Needs Improvement
5797,Charles Coleman,63,3.08,81,1.3,0,163,6,10,7,8.8,10,66.58,Average
5798,Mary Francis,49,2.33,75,4.9,0,140,6,8,10,4.9,3,70.27,Average
5799,Charles Calhoun,41,3.84,81,1.2,7,142,6,4,5,2.5,6,30.1,Needs Improvement
5800,Megan Hughes,51,5.14,98,1.4,7,17,8,5,8,7.1,6,34.96,Needs Improvement
5801,Andrea Thomas,70,2.41,80,4.7,8,252,4,1,3,4.5,3,50.65,Needs Improvement
5802,Mark Ortiz,40,7.86,53,2.3,10,32,9,10,8,10.9,6,34.96,Needs Improvement
5803,Bruce Riddle,66,9.15,87,3.9,6,264,8,3,8,11.7,1,70.2,Average
5804,Michelle Pope DVM,54,8.77,88,4.7,6,139,8,4,3,10.1,8,55.11,Needs Improvement
5805,Susan Maxwell,90,13.18,92,3.3,4,152,8,8,10,8.8,2,67.27,Average
5806,George Brown,86,12.71,78,1.1,2,70,1,4,6,3.3,1,30.42,Needs Improvement
5807,Robert Jordan,72,12.92,80,4.7,3,172,10,6,8,10.6,2,73.69,Average
5808,Tara Adams,40,1.38,65,3.2,6,82,9,5,1,8.7,8,42.52,Needs Improvement
5809,Monica Mahoney,85,7.28,61,4.0,9,224,10,6,4,10.1,3,73.79,Average
5810,Jeffrey Marsh,67,14.52,51,2.0,5,37,5,7,1,5.1,6,7.98,Needs Improvement
5811,Sharon Crawford,69,7.17,83,3.2,3,124,5,7,8,6.8,10,44.65,Needs Improvement
5812,Joseph Mckinney,66,4.9,77,1.8,4,229,7,4,2,5.6,7,45.66,Needs Improvement
5813,Cheryl Moore,49,4.46,83,3.5,10,171,4,4,5,4.4,1,35.38,Needs Improvement
5814,Angela Torres,56,2.7,57,1.3,1,27,5,5,1,6.4,10,33.16,Needs Improvement
5815,Roy Fleming,57,5.2,73,1.4,3,196,10,8,3,5.9,4,53.55,Needs Improvement
5816,Denise Sharp,59,4.72,57,3.6,8,89,4,5,10,3.1,5,37.37,Needs Improvement
5817,Deborah Chapman DDS,62,8.43,81,3.0,9,176,6,8,9,2.0,5,31.08,Needs Improvement
5818,Cynthia Nguyen,47,6.27,97,1.9,6,40,5,10,3,5.2,10,27.97,Needs Improvement
5819,William Hopkins,73,8.11,97,3.2,0,17,4,1,6,7.4,2,63.95,Average
5820,Pamela Dudley,45,5.51,86,2.6,3,259,3,10,10,8.4,9,50.77,Needs Improvement
5821,Julie Yates,52,9.7,77,1.1,1,22,2,1,6,3.7,8,13.79,Needs Improvement
5822,Amber Perez,93,10.38,89,2.6,2,195,7,7,9,9.0,2,74.62,Average
5823,Nicole Wright,93,6.21,78,3.2,4,55,2,3,6,11.2,8,53.22,Needs Improvement
5824,Rachel Richardson,60,8.37,82,3.3,3,64,1,5,2,7.8,6,35.98,Needs Improvement
5825,Janice Huffman,89,12.09,96,4.0,8,246,8,7,10,9.2,5,68.24,Average
5826,Jonathan Cain,52,14.09,75,2.3,3,150,8,8,7,3.5,5,31.51,Needs Improvement
5827,Dr. Wendy Ruiz,85,1.5,96,3.9,0,131,5,4,9,9.4,9,83.35,Excellent
5828,Eric Cole,93,8.45,73,1.3,1,171,3,5,6,5.5,3,49.0,Needs Improvement
5829,Deanna West,40,12.36,94,2.6,6,59,3,3,1,9.0,8,28.21,Needs Improvement
5830,Joann Smith,91,14.39,94,1.9,4,136,9,8,10,4.9,10,49.84,Needs Improvement
5831,Rachael Zimmerman,49,5.33,83,1.6,10,109,6,1,1,6.5,10,14.49,Needs Improvement
5832,Tyler Wilson,72,4.98,69,1.6,3,260,4,3,3,8.3,7,41.01,Needs Improvement
5833,Nicholas Smith,75,6.01,96,2.3,7,101,1,1,10,11.3,8,40.92,Needs Improvement
5834,Richard Wilson,47,3.01,73,2.2,5,106,9,8,2,6.3,4,42.06,Needs Improvement
5835,Denise Santana DDS,47,2.48,84,1.5,0,86,8,6,4,9.9,10,51.87,Needs Improvement
5836,Thomas Schmidt,45,2.72,67,1.7,10,185,2,7,2,11.7,1,39.96,Needs Improvement
5837,Theresa Jordan,52,11.37,93,2.7,0,270,2,10,6,9.0,1,56.22,Needs Improvement
5838,Jordan Williams,45,5.46,89,3.4,4,4,9,10,6,8.7,8,51.35,Needs Improvement
5839,Dylan Daniel,44,1.03,89,2.6,8,280,8,7,7,5.8,7,55.24,Needs Improvement
5840,William Hale,53,1.43,59,3.2,7,56,2,4,7,5.1,1,47.01,Needs Improvement
5841,Melanie Garza,63,14.05,62,3.3,1,218,9,1,7,6.1,2,45.97,Needs Improvement
5842,Amanda Ortega,76,7.22,66,1.3,8,110,6,4,1,9.4,6,33.82,Needs Improvement
5843,Todd Benton,50,4.67,56,3.2,3,299,9,2,4,10.0,6,56.35,Needs Improvement
5844,Dr. Edwin Weeks,91,12.75,99,3.3,0,8,8,7,5,3.6,5,52.1,Needs Improvement
5845,Scott Howe,54,12.44,61,3.3,4,78,4,6,10,8.7,1,44.62,Needs Improvement
5846,James Davidson,43,2.1,51,4.9,2,77,7,9,1,9.3,4,65.72,Average
5847,Randy Lee,100,11.14,70,2.2,4,56,8,8,6,2.2,4,47.11,Needs Improvement
5848,Carol Benson,92,8.83,54,4.8,4,254,2,7,5,11.0,2,68.96,Average
5849,Ryan Phillips,67,12.16,88,2.1,2,83,6,3,6,10.6,5,48.57,Needs Improvement
5850,Sarah Banks,98,11.14,85,2.0,5,41,5,7,5,5.1,9,40.28,Needs Improvement
5851,Paul Small,94,7.02,50,5.0,2,64,10,4,7,11.8,7,82.6,Excellent
5852,Johnny Mitchell,41,8.46,71,3.8,5,210,6,9,3,11.2,3,52.27,Needs Improvement
5853,Jennifer Henderson,86,8.04,54,3.5,1,293,2,6,7,2.2,4,52.14,Needs Improvement
5854,Jacob Hopkins,71,4.7,100,4.8,6,114,3,6,10,8.1,3,68.97,Average
5855,Alvin Harris,44,1.23,50,4.5,6,288,6,2,1,11.0,5,57.26,Needs Improvement
5856,Oscar Rodriguez,54,3.66,67,2.6,4,250,6,8,9,10.4,8,57.48,Needs Improvement
5857,Sara Harvey,62,9.14,87,1.3,10,199,3,1,4,4.6,8,11.52,Needs Improvement
5858,Margaret Jones,42,14.4,70,3.9,0,168,5,7,10,8.6,4,52.2,Needs Improvement
5859,Heather Brooks,68,3.63,77,3.2,2,220,1,8,3,2.7,10,39.46,Needs Improvement
5860,Monica Freeman,53,13.37,50,3.8,10,268,3,8,2,11.0,6,26.3,Needs Improvement
5861,Ashley Smith,97,2.79,99,4.3,6,194,9,9,6,3.6,4,77.65,Average
5862,Vincent Simpson,80,8.53,53,3.9,9,191,2,3,7,10.1,7,42.64,Needs Improvement
5863,Jennifer Johnson,100,14.54,86,1.8,2,184,4,5,2,4.9,8,42.36,Needs Improvement
5864,Danielle Roberts,77,1.11,51,4.2,7,136,3,8,9,8.9,8,59.22,Needs Improvement
5865,Melissa Page,53,8.35,59,1.5,0,75,3,4,2,6.2,10,23.88,Needs Improvement
5866,Thomas Harrison,100,13.45,69,1.9,10,197,7,9,10,4.1,9,18.89,Needs Improvement
5867,Daniel Pierce,60,1.66,99,1.2,0,18,10,10,8,8.9,1,82.25,Excellent
5868,Carol Soto,41,10.91,90,3.4,7,104,1,3,7,2.1,4,27.85,Needs Improvement
5869,Sandy Salazar,59,11.63,64,2.7,7,252,6,4,2,9.9,3,45.25,Needs Improvement
5870,Mark Sanders,86,6.94,90,1.0,3,31,7,10,6,6.3,9,50.38,Needs Improvement
5871,William Pennington,95,4.92,87,1.3,1,84,1,10,3,11.2,10,57.87,Needs Improvement
5872,Jared Miller,41,13.52,90,4.5,4,32,1,5,7,10.8,9,41.27,Needs Improvement
5873,Amy Young,85,1.55,84,4.5,6,84,10,9,4,10.4,5,77.82,Average
5874,Yolanda Myers,86,4.7,92,2.3,3,188,3,7,5,9.6,7,65.71,Average
5875,Christine Brown,41,6.02,80,4.7,5,121,1,8,10,3.9,1,57.66,Needs Improvement
5876,Mark Golden,98,1.54,91,2.6,2,241,8,10,7,3.4,1,81.82,Excellent
5877,Jill Anderson,62,1.28,52,1.3,7,50,6,3,9,6.8,8,25.5,Needs Improvement
5878,Emily Blackburn,96,4.24,94,3.8,7,36,5,6,6,11.5,3,64.12,Average
5879,Kerry Mccormick,48,11.93,54,3.5,1,79,5,3,7,2.1,8,23.47,Needs Improvement
5880,Ivan Reid,41,2.07,87,2.3,5,188,3,10,2,6.0,1,63.58,Average
5881,Joseph Burgess,62,2.74,63,4.9,2,9,3,9,2,9.1,10,50.49,Needs Improvement
5882,Erin Gutierrez,45,6.36,94,4.2,1,14,4,7,8,3.7,5,45.08,Needs Improvement
5883,Steven Rogers,64,11.73,88,2.3,0,90,10,5,1,4.9,2,46.36,Needs Improvement
5884,Jasmine Brown,61,3.32,57,4.6,2,79,4,2,4,2.5,8,39.72,Needs Improvement
5885,Richard Russell,90,5.88,70,1.8,8,152,10,7,2,2.8,6,36.75,Needs Improvement
5886,Matthew Thomas,40,1.58,72,3.9,2,214,6,7,5,5.1,10,53.84,Needs Improvement
5887,Ashlee Willis,98,3.12,75,4.6,3,269,6,5,7,10.4,8,79.11,Average
5888,Glenn Ruiz,47,2.99,68,4.5,9,273,2,5,2,12.0,8,43.39,Needs Improvement
5889,Mark Jackson,48,3.79,63,2.3,5,179,2,8,3,5.5,2,44.64,Needs Improvement
5890,Veronica Wilson,88,11.68,70,4.8,0,112,10,7,7,5.5,8,60.25,Average
5891,Patricia Grimes,43,14.74,71,3.6,1,197,7,8,5,5.3,4,44.39,Needs Improvement
5892,Veronica Shields,69,2.8,58,2.7,3,174,8,9,4,9.3,5,66.96,Average
5893,Gerald Hill,59,5.27,67,4.8,5,124,4,6,3,5.5,6,50.12,Needs Improvement
5894,Gary Alvarez,61,14.23,85,4.5,7,34,9,9,10,6.0,4,53.89,Needs Improvement
5895,Kimberly Pennington,46,1.76,55,3.7,3,254,2,1,7,4.6,4,41.95,Needs Improvement
5896,Matthew Lewis,79,6.69,74,4.0,3,271,6,2,2,11.8,5,57.95,Needs Improvement
5897,Felicia Miller,78,14.81,92,1.5,6,57,7,10,3,3.6,9,28.91,Needs Improvement
5898,Jeffrey Jones,82,14.69,67,1.9,4,146,5,4,4,4.4,1,33.76,Needs Improvement
5899,Craig Christian,47,4.37,90,4.0,5,32,6,1,5,11.2,5,49.68,Needs Improvement
5900,Ann Washington,67,5.35,85,1.3,9,94,6,3,5,2.7,3,22.24,Needs Improvement
5901,Anthony Mcdowell,98,3.75,99,2.1,1,172,4,2,4,6.9,2,66.07,Average
5902,Christopher Cervantes,45,7.39,94,3.9,9,274,7,5,1,8.4,9,38.89,Needs Improvement
5903,Jeremy Harrison,68,6.94,81,2.4,3,45,4,4,2,11.7,1,58.96,Needs Improvement
5904,Wayne Wilson,78,3.06,59,4.2,2,10,6,7,8,6.4,6,45.81,Needs Improvement
5905,Sean Jimenez,44,13.81,81,2.2,4,89,2,3,10,5.4,7,16.06,Needs Improvement
5906,Kenneth Brown,47,1.26,59,2.7,5,209,2,8,4,4.7,6,49.02,Needs Improvement
5907,Lisa Davis,80,7.07,55,3.1,2,53,3,10,10,4.0,7,43.83,Needs Improvement
5908,Donna Cross,99,14.33,75,4.4,3,38,6,8,7,5.7,4,58.09,Needs Improvement
